,countries,standard deviasi
1,Indonesia,0.03918562216675279
2,Laos,0.029957773982521856
3,Malaysia,61.95265716920975
4,Philippines,11.252240566891624
5,Singapore,207.80651143397606
6,Thailand,4.04305955203836
7,Vietnam,0.007431866542355795
