countries,sharpe ratio
Indonesia,0.29718086441760433
Laos,-0.8849750656569774
Malaysia,-1.1668109829530342
Philippines,0.092837146515485
Singapore,-0.23602067560039355
Thailand,0.17296349328051608
Vietnam,0.744825020657304
