countries,sharpe ratio
Indonesia,0.6007406363156029
Laos,-2.24125876114409
Malaysia,-0.08121813103707773
Philippines,-0.08764301312288106
Singapore,0.15211992443437378
Thailand,0.7827746939864946
Vietnam,0.5147382140056967
