Country,Correlation
Indonesia,1.0
Laos,-0.7858163195139203
Malaysia,0.19720511616292533
Philippines,0.683320405652064
Singapore,0.8120432105163001
Thailand,0.8963950826808289
Vietnam,0.8944385635948078
