,countries,standard deviasi
0,Indonesia,532.6302895516613
1,Laos,134.65339811680317
2,Malaysia,75.44668718135497
3,Philippines,481.79603761716714
4,Singapore,227.68076128517097
5,Thailand,94.02556195908593
6,Vietnam,164.17002499207362
